positive,negative,rating
"Bez greske,
Verovatno jedini smestaj za traziti ubuduce kad je Bg u pitnju",,10
"Apartman je odličan, izuzetno čist i sadrži sve što vam je potrebno za boravak (posuđe, pegla, sto za peglanje, fen itd.). Miroslav je odličan domaćin, srdačan, ljubazan. Sve pohvale.",,10
"Sve je bilo odlično. Čisto, novo, opremljeno svim što je potrebno. Garažno mjesto je u zgradi, dostupno liftom.",-,10
"Чист, лепо сређен и намештен стан, функционалан распоред, сјајна локација. Домаћин расположен, љубазан и предусретљив. Брз и лак договор за све. Ето нас опет у стану првом приликом.",Све ми се допало.,10
Sve preporuke i za stan i za stanodavca!,,10
"Stan odličan, domaćin ljubazan i predusretljiv.",,10
"Sve je novo sve je super, bukvalno stan u kakvom bih rado ziveo. Tisina uvece, mirno, a opet sve ima u blizini. Domacini za svaku preporuku",,10
"Домаћин врло љубазан и предусретљив.
Апартман са модерним намештајем и свим садржајима који су неопходни за удобан и комфоран боравак.
Обезбеђено паркинг место у подземној гаражи - велики плус.",,10
"Lokacija, cistoca, opremljenost",,9
Hotel u samom centru...Osoblje ljubazno...sve preporuke,,10
"Lokacija, čistoća i doručak.","Pretjeran broj ljudi na recepciji koji ni ne ustanu tokom prolaska ili prilaska gostiju samoj recepciji. Kada je u redu više gostiju samo glavna recepcionerka uslužuje goste, ostali izigravaju dekoraciju dok gosti čekaju.",10
Vrhunski hotel sve pohvale,,10
"Lokacija je top, sobe su veoma ciste i prostorne. Doricak je bio raznovrsan",Osoblje na recepciji nije bas veoma raspolozeno i nije se bas potrudilo oko organizacije taksija,8
Sve je odlično !,,10
Odlična lokacija,,9
"Soba čista, osoblje uslužno, doručak vrhunski",,10
"Odličan Hotel u centru ... 
Čisto, komforno, lepo...
Super doručak",,10
"Lokacija hotela je idealna ,nalazi se u samom centru  blizu je Trg Republike,Knez Mihajlova.
Osoblje je jako ljubazno sve pohvale.",Nedostatak parkinga ali na 200metara ima obezbedzen parking tako da i to nije neki problem. Stize se za dva minuta pesice do hotela.,9
"Hotel je na savrsenoj lokaciji ukoliko zelite sto bolje da upoznate Beograd u kratkom roku. Sobe su uredne i ciste, osoblje na recepciji jako ljubazno.",Spor internet u sobama.,10
"Доручак је био одличан.
Локација је такође одлична, на 100 метара од Трга републике.",,9
Lokacija i dorucak,,8
ok....,ok..,9
Soba je bila besprekorno čista. Svi najvažniji beogradski muzeji nalaze se u blizini hotela.,"Doručak ne odgovara renomeu ovog hotela : tunjevina u konzervi je jeftina i loša (u komadićima) , masline su polutrule ( b kategorija) , a izbor kolača je jadan. Banane su bile prezrele. Kupatilo je prostrano, ali dnevno sam dobijao samo 2 (dva) peškira što je nedovoljno. Za 4 (četiri) dana boravka imao sam na raspolaganju samo jedne hotelske papuče, što je nedopustivo za hotel sa 4 zvjezdice.",7
"Добра локация, супер ресторант, паркинг и стаи",Пуши се на затворено в ресторанта.,10
"Prelijep hotel sa prostranim  sobama.
Osoblje preljubazno.
Sve pohvale",,10
"Cist smestaj, dobra usluga, parking u sklopu objekta.","Sem siromasnog dorucka, nemam zamerke, mada ne verujem da bih po punoj ceni uzeo sobu da nisam dobio popust preko Bookinga.",10
"Hrana odlična, lokacija takođe. Sve u svemu dobar utisak.",,9
"Doručak je veoma ukusno pripremljem, osoblje profesionalno. Lokacija blizu svih bitnih mesta.",,10
"Čisto i lepo organizovano, moderno. Ljubazno osoblje.",,10
"Bili smo srdacno docekani, osoblje je jako drago .",,10
"Lokacija, ljubazno osoblje, čstoća sobe o besplatan parking",,10
Sve.,,10
"Odlična lokacija, mirno i tiho. Obezbijeđen parking što je u Beogradu veoma važno. Hotel ima predivnu baštu u kojoj smo i ručali kad smo stigli. Doručak dobar.",Nemamo primjedbi.,9
"Uredno, čisto, ljubazno osoblje",,10
"Odlična usluga, restoran za svaku pohvalu. Sobe veoma udobne i čiste.",bez zamerki,10
"Soba je prostrana, kreveti udobni, osoblje super, dorucak dobar. Laka pristupacnost objektu, parking.",Nije bilo grejanja i jedina opcija je klima. U sobi koja je malo veca je to nedovoljno.,8
"Sve je kao u dinastiji,od objekta do osoblja
Parking korektan..",,10
"Hotel je prelijep, osoblje je fenomenalno, veoma predusetljivo. Lokacija je odlicna.",Nemam zamjerki,10
"Divan hotel. Ime mu baš pristaje. Osećali smo se kao u svojoj kući. Osoblje je preljubazno i to je najdivniji utisak koji nosimo iz ovog hotela. Doručak je bio skroz u redu, sve je bilo sveže. Sobe su čiste i uredne. 
Sve pohvale.",,10
Lokacija,Doručak. Nedostaje ponuda za vegeterijance.,9
Vrlo ljubazno osoblje. Čiste sobe i dobra lokacija.,,9
"Sobe su ok, udobne ciste, jedino bi wc mogao biti malo cistiji","Dorucak jako los, nema izbora uopste",8
"Lep hotel u blizini Stadiona Partizana. Lak izlaz i uključenje na auto put. 
Hotel je lep, čist sa udobnim nameštajem.
Kupatilo veliko , čisto i funkcionalno.
Ljubazna recepcija.
Sve pohvale !",,10
Odlicno sve!,,10
Sve bukvalno,,10
,"Ne ni se dopadna toa sto  bracniot krevet e so 2 jogi,a nemaat vo hotelot bracni kreveti so 1 joga
Koga rezerviram bracen krevet ne baram 2 spoeni kreveti.Mislam deka treba da imate vo ponuda  i bracen krevet so 1 joga.toa e nasata zamerka drugoto se bese odlicno",10
,Dobra likacija,10
"Cistoca,besplatan siguran parking,ljubazna djevojka na recepciji,prelijepa basta,restoran.Blizina Zvezdinog stadiona.",Nemam primjedbim,10
Odlican hotel na odlicnoj lokaciji,,10
Lokacija objekta,,7
Prosječan ali ukusan i fresaka.,,9
Jako dobar smještaj!,,8
Lokacija odlicna...dorucak jednolican.,,8
Parking.Cistoca.,"Nije radio.sef i sobi.Nije radio frizider u mini baru,tj.mini bar je u kvaru.U sobi se osjeti malo vlaga.",8
"Odlicna lokacija, blizu autoputa a tiho, ljubazno osoblje, velike sobe, udobni kreveti",Higijena moze biti  bolja  i dorucak raznovrsniji,9
Mogli smo se prijaviti u bilo koje doba dana/noći. Prijatno osoblje.,"U kupatilu nije dopunjen sapun, kao ni tečnost za kupanje. Doručak bi mogao biti raznovrsniji.",8
"Izuzetno prijatno osoblje,veoma cisto I prostrano...nisam prvi put I sigurno cu se vracati opet",,10
"Lokacija je super.
Basta restorana u vecernjim satima bas prijatna.
Soba cista.
Parking dostupan.","Dorucak katastrofa (jaja na 6 nacina,palenta,pasteta). Jaja koja smo pritom dobili su bila ziva i nejestiva.
U sobi bez pratecih elemenata (nema bifea,ketlera,aparata za kafu), bez jednokratnih cetkica, kapa za tusiranje, papuca za sobu i svega sto bi trebalo da ima u jednom hotelu sa 4* kome je regularna cena za nocenje 200e.
Tus los, bez pritiska - voda je ili ledena ili vrela.
Kofere uz stepenice sam nosis u sobu,dok te recepcioneri samo nemo posmatraju.
Totalno neorganizovano, neosnovano skup hotel bez ikakavih sadrzaja.",4
"Dorucak je bio izuzetno skroman,slican dorucku u JNA ...jaja ili pasteta","Komarci u sobi i kupatilu,skromni dorucak,pogled na skladiste iz sobe,,,",4
,Duseci su katastrofa,4
"Sve tacno,I prijatno.Lokacija extra.Sve preporuke👍",,10
Sve je bilo super,,10
Ceo asortiman sobe i sama okolina.,/,10
Ljubazno osoblje. Sve pohvale.,,10
"Blizina parka i centra, sve je nekoliko minuta peške :)",//,10
"Sve je bilo na vrhunskom nivou.
Prijatno osoblje i bez guzve u spavaoni.
Na dobroj lokaciji.",,10
Sve pohvale,,10
"Ljubazan domacin, pristupacno, cisto i udobno, svaka preporuka",,10
"Чистоћа, јефтина цена, али пре свега пријем и љубазност домаћина!",Недостатак више простора у спваоницама и средство за брисање руку у купатилу.,9
"Veoma prijatan personal, čisto i udobno! Vrlo brzo prijavljivanje i odjavljivanje. Poseduju i parking mesta. Na odličnoj je lokaciji, sve imate u blizini! Personal je uvek spreman da pomogne, može se i kod njih uzeti rent a car. Vrlo rado odsedamo u Bloom Inn i sledeći put! Hvala na gostoprimstvu!",,10
"Lokacija, osoblje",,9
Lokacija i ljubaznost  osoblja,,10
sve,nema tpga,10
"Izuzetno ljubazni i uslužni, za svaku preporuku. Plus, veoma povoljno.",,10
"Soba je imala predobru terasu
I odličan pogled sa nje",,10
"Све је било на нивоу,посебно како су ме угостили😄,пријатно и веома културно.","Немам да додам никакав лош коментар.
Све је било уреду.",10
"Odabrao sam ovaj smeštaj upravo zbog povoljne lokacije u vezi posla kojim se bavim, ali je smeštaj prevazišao moja očekivanja.
 Ljubazni domaćin omogućio mi je komfor veći od očekivanog. 
Odličan odnos cene i kvaliteta je nešto zbog čega bih ovaj objekat preporučio svakome.","Nemam zamerki. 
Sve je proteklo u najboljem redu.",10
"Čistoća, ljubazno osoblje, udobnost, lokacija, WIFI.","Jedan zaseban muški toalet na par soba, nema kuhinje (samo mali prostor za čaj i kafu), nema prostora za zajednički boravak i soba je prilično mala.",9
sve je bilo na svom mestu.,Sve je bilo dobro i gostoprimstvo ok.,10
"Dobra lokacija, u samom centru grada.",,10
Sve pohvale,,10
Cisto,,10
"Lokacija, korektno osoblje, čisto u smeštaju.",Bez većih primedbi.,10
Udobnost ljubaznost.. Sve najbolje,Nema tv,10
"Objekat je prevazišao sva moja očekivanja! Sve pohvale za osoblje, organizaciju, urednost, predusretljivost! Fenomenalna usluga! 
Potpuni mir, komfor i retka ljubaznost pomoću koje se osećate kao u svom domu.",,10
Sve je bilo perfektno,,10
"Za početak lokacija odlicna, cisto i lepo sređeno. Osoblje (gazda) prijatno i svaka preporuka... 
Everything was great, location, the rooms and the boss.. You won't regret if you stay in this hostel..","Nije bilo ničeg loseg prilikom boravka.
There was nothing bad while I was staying there.",10
"Uživala sam u boravku, osoblje je uvek dostupno i ljubazno.",,10
,"Hotel je blizu centra, sobe su ciste i uredne",10
"Odličan smeštaj i osoblje, sve preporuke",,10
"Hotel je blizu centra, sobe su čiste i udobne. Osoblje je veoma prijatno.",,10
Veoma blizu centra i svih bitnih gradskih tačaka. Sobe su ciste i kreveti izuzetno udobni. Higijena je na jako visokom nivou sto mi se posebno dopalo. WiFi je brz i jak sto je ucinilo boravak jos boljim. Sve preporuke!,,10
"Fantastična lokacija, božanstvena bašta i divno osoblje.",,10
"Veoma ljubazno osoblje,lepe sobe,klima,terasa,blizina centra.",Sve je super! Po drugi put dolazim zbog toga!,10
Lokacija,Trba upotpuniti sadržaje. Malo još poraditi na detaljima. Vrata lupaju ne dihtuju kako treba. Nema prostirke za izlaz iz tuš kabine. Nema jedne ručice za zatvaranje tuš kabine. Higijena treba da bude malo bolja. Nije mi jasno otkud tolike desetke.,8
Lokacija i čistoća. Prijatan ambijent.,,10
"Čistoća, lokacija, terasa. Izuzetno prijatna atmosfera.",,10
Udobni kreveti i jako ljubazna recepcija,,9
"Zapravo mi se sve dopalo. Osoblje i vlasnik su jako ljubazni i izlaze u susret gostu, soba je uredna, cista iako je u blizini lokala kafic u sobi nema buke. Bloom inn se nalazi u samom centru grada tako da vam je sav sadrzaj nisa jako dostupan.",Ako bi bas nesto morao da smislim sta mi se nije dopalo onda bi to bilo jedino sto tus kabina nema mogucnost zatvaranja ali to je bukvalno ako bi nesto morao da napise,10
"Ljubazno osoblje,izuzetna lokacija i higijena",,10
"Боравак је био Супер. Чисто, Уредно.Особље на Нивоу. Доћи Опет, Свака Препорука од Срца.",Нема Замерке👍,10
"Ciste sobe,udoban krevet,ljubazno osoblje",,10
"Osoblje divno, super smo zadovoljni",,10
Izuzetno ljubazno osoblje. Čistoća objekta i sobe je na visokom nivou. Idealna lokacija za obilazak grada.,Nemam negativnih utisaka.,10
"Čisto i uredno, osoblje je jako fino! Lokacija je fenomenalna, sve preporuke.",,10
"Sve u najboljem redu, maksimalno ispoštovan kao gost.",,10
"Sve je bilo čisto, uredno, odlična lokacija, ljubazno osoblje, sve je super.",,10
"Sve proteklo u najboljem redu, puno preporuka, odlicna lokacija, ima ispod hotela restoran sa odlicnom hranom, sve preporuke!",,10
Sve je bilo besprekorno,,10
"Domaćin objekta je preljubazan, izašao nam je maksimalno u susret. Soba koju smo dobili je bila čista, komforna, sa prelepom terasom i krevetom koji je bio jako udoban. Hostel se nalazi na odličnoj lokaciji u Nišu, tako da vam je sve blizu. Što se tiče odnosa cene i kvaliteta, mislim da bolji smeštaj se ne može naći. Sledeći put kada budemo dolazili u Niš definitivno ćemo se ponovo opredeliti za ovaj objekat.",,10
"Najbolja lokacija , najbolje osoblje, najviša higijena, najviša udobnost kreveta",nemam nikakve zamerke,10
"Одлична локација, цена такође. Све је било уредно и чисто, свака част за особље, врло љубазни.",,10
"Sve pohvale za osoblje. Jako čisto i udobno. I veoma lepa terasa,za svaku preporuku.",,10
,Privatnost osoblja i ljubaznost,10
"Osoblje, mesto kod recepcije gde ima mogućnosti da neko popije kafu, čaj ili sok.",Nedostatak debljih pokrivača i ključa za vrata sobe,8
cistoca,kad bi imala kuhinja,9
Lokacija,Uske sobe,7
"Ljubazno osoblje je bilo spremno da obezbedi dodatne stvari, poput kuvala, solja i peskira iako smo to vec ocekivali u sobi. Lokacija je takodje odlicna!","Nedostatak hemije i vecih peskira za tusiranje kao i tus kabina koja nema zastitu od prskanja vode po celom kupatilu. Takodje, zaprljani zidovi doprinose utisku da nije u potpunosti cisto, sto se ne vidi na slikama na sajtu.",7
Sve pohvale za smjestaj i osoblje,,10
"Smeštaj odličan,lokacija super,posebne pohvale za osoblje,prijatno i predusretljivo.Smeštaj za svaku pohvalu",,9
"Lepa i slatka ridja devojka koja radi tamo na prijemu je bila neverovatno ljubazna, profesionalna i  uliva vam veliko poverenje da će vam izaći u susret i pomoći vam.
Veliko joj hvala što mi je pomogla u vezi rezervacije.
I izvinjavam se njoj lično sto sam joj  ime nazalost trenutno zaboravio .
Sve najbolje o ovom mestu",,10
Sve,,10
"Savrsena lokacija u samom srcu grada. Osoblje odlicno i krajnje profesionalno. Apartman je bio fantastican, sve preporuke i sigurno cu se vratiti ponovo!!! Svaka vam cast i samo napred!",,10
"Sve je bilo odlično, počevši od osoblja, smještaja, završno sa lokacijom. Posebno bih htio da pohvalim zaposljenog po imenu Marko koji je bio tu u svakom trenutku i raspolozan da pomogne sve sto je bilo u njegovoj moći, ali od njega ne bih odvojio ni ostale ljude koji su zaposljeni posebno na “check in” mjestu.",,10
"Osoblje jako ljubazno ,","Soba bez ormana i mjesta za odlaganje stvari ,buka sa ulice u noćnim satima , neudoban ležaj , prevruće u sobi",5
,"Uticnice ne funkcionisu, na kraju nam voda i kafa uracunata u racun i ako nam je na pocetku receno da je to besplatno.",5
"Apartman je predivan,  osoblje prijatno sve pohvale, lokacija top  sve  preporuke  😀 Vidimo se ponovo",,10
Sve je na vrhunskom nivou!!!,........,10
Savrseno,,10
"Lokacija u samom centru grada, sve sto nam je potrebno je u blizini. 
Smestaj je izuzetno komforan, cist i prelep.",,10
"Lokacija odlična,sam centar grada.Lepo i moderno uređen stan.Ljubazno osoblje.",,10
